,State,FIPS,County [2],County Seat,population,total area km,total area mi,Latitude,Longitude
1573,MO,29179,Reynolds,Centerville,"6,696","2,109.32",814.413,+37.360857°,–90.969516°
1574,MO,29181,Ripley,Doniphan,"14,100","1,635.94",631.641,+36.648902°,–90.867060°
1575,MO,29183,St. Charles,St. Charles,"360,485","1,534.85",592.607,+38.781102°,–90.674915°
1576,MO,29185,St. Clair,Osceola,"9,805","1,818.30",702.051,+38.039069°,–93.773077°
1577,MO,29186,Ste. Genevieve,Farmington,"18,145","1,312.54",506.775,+37.890180°,–90.181170°
1578,MO,29187,St. Francois,Clayton,"65,359","1,177.60",454.674,+37.810707°,–90.473868°
1579,MO,29189,St. Louis,Ste. Genevieve,"998,954","1,354.61",523.018,+38.640702°,–90.445954°
1580,MO,29195,Saline,Marshall,"23,370","1,986.30",766.916,+39.135840°,–93.204164°
1581,MO,29197,Schuyler,Lancaster,"4,431",798.128,308.159,+40.469361°,–92.519016°
1582,MO,29199,Scotland,Memphis,"4,843","1,137.77",439.296,+40.447686°,–92.142824°
1583,MO,29201,Scott,Benton,"39,191","1,102.97",425.857,+37.047793°,–89.568098°
1584,MO,29203,Shannon,Eminence,"8,441","2,600.35","1,004.00",+37.151980°,–91.398364°
1585,MO,29205,Shelby,Shelbyville,"6,373","1,301.00",502.318,+39.797531°,–92.088719°
1586,MO,29207,Stoddard,Bloomfield,"29,968","2,147.16",829.021,+36.855428°,–89.941735°
1587,MO,29209,Stone,Galena,"32,202","1,322.91",510.777,+36.747857°,–93.467782°
1588,MO,29211,Sullivan,Milan,"6,714","1,687.39",651.504,+40.209587°,–93.109783°
1589,MO,29213,Taney,Forsyth,"51,675","1,687.74",651.639,+36.649827°,–93.042819°
1590,MO,29215,Texas,Houston,"26,008","3,054.18","1,179.22",+37.314257°,–91.964478°
1591,MO,29217,Vernon,Nevada,"21,159","2,167.38",836.829,+37.850196°,–94.341597°
1592,MO,29219,Warren,Warrenton,"32,513","1,133.82",437.77,+38.761902°,–91.159307°
1593,MO,29221,Washington,Potosi,"25,195","1,974.84",762.489,+37.942315°,–90.897056°
1594,MO,29223,Wayne,Greenville,"13,521","2,004.82",774.064,+37.113825°,–90.460868°
1595,MO,29225,Webster,Marshfield,"36,202","1,537.84",593.763,+37.280804°,–92.876080°
1596,MO,29227,Worth,Grant City,"2,171",691.059,266.82,+40.480482°,–94.419129°
1597,MO,29229,Wright,Hartville,"18,815","1,769.31",683.135,+37.267636°,–92.480010°
1598,MO,29510,St. Louis [9],—,"319,294",171.026,66.034,+38.635699°,–90.244582°
1599,MT,30001,Beaverhead,Dillon,"9,246","14,431.13","5,571.89",+45.133863°,–112.892869°
1600,MT,30003,Big Horn,Hardin,"12,865","12,987.78","5,014.61",+45.407869°,–107.518163°
1601,MT,30005,Blaine,Chinook,"6,491","10,978.38","4,238.78",+48.428282°,–108.967648°
1602,MT,30007,Broadwater,Townsend,"5,612","3,208.37","1,238.76",+46.334476°,–111.496103°
1603,MT,30009,Carbon,Red Lodge,"10,078","5,340.98","2,062.16",+45.224475°,–109.028551°
1604,MT,30011,Carter,Ekalaka,"1,160","8,672.00","3,348.28",+45.516825°,–104.515324°
1605,MT,30013,Cascade,Great Falls,"81,327","7,022.71","2,711.48",+47.316443°,–111.350571°
1606,MT,30015,Chouteau,Fort Benton,"5,813","10,351.47","3,996.73",+47.886837°,–110.436189°
1607,MT,30017,Custer,Miles City,"11,699","9,824.39","3,793.22",+46.261481°,–105.550508°
1608,MT,30019,Daniels,Scobey,"1,751","3,694.62","1,426.50",+48.794429°,–105.541739°
1609,MT,30021,Dawson,Glendive,"8,966","6,172.38","2,383.17",+47.272425°,–104.901027°
1610,MT,30023,Deer Lodge,Anaconda,"9,298","1,919.70",741.201,+46.099059°,–113.139108°
1611,MT,30025,Fallon,Baker,"2,890","4,203.70","1,623.06",+46.318184°,–104.405718°
1612,MT,30027,Fergus,Lewistown,"11,586","11,267.52","4,350.41",+47.222997°,–109.223280°
1613,MT,30029,Flathead,Kalispell,"90,928","13,614.12","5,256.44",+48.314696°,–114.054319°
1614,MT,30031,Gallatin,Bozeman,"89,513","6,817.02","2,632.07",+45.535559°,–111.173443°
1615,MT,30033,Garfield,Jordan,"1,206","12,554.90","4,847.47",+47.281174°,–106.982212°
1616,MT,30035,Glacier,Cut Bank,"13,399","7,865.60","3,036.92",+48.705671°,–112.990502°
1617,MT,30037,Golden Valley,Ryegate,884,"3,046.71","1,176.34",+46.380624°,–109.174586°
1618,MT,30039,Granite,Philipsburg,"3,079","4,488.57","1,733.05",+46.395358°,–113.425683°
1619,MT,30041,Hill,Havre,"16,096","7,552.47","2,916.02",+48.628331°,–110.106372°
1620,MT,30043,Jefferson,Boulder,"11,406","4,296.38","1,658.84",+46.126557°,–112.056771°
1621,MT,30045,Judith Basin,Stanford,"2,072","4,844.88","1,870.62",+47.032558°,–110.305320°
1622,MT,30047,Lake,Polson,"28,746","4,283.11","1,653.72",+47.642901°,–114.083687°
1623,MT,30049,Lewis and Clark,Helena,"63,395","9,059.04","3,497.72",+47.122133°,–112.382954°
1624,MT,30051,Liberty,Chester,"2,339","3,748.17","1,447.18",+48.559654°,–111.036924°
1625,MT,30053,Lincoln,Libby,"19,687","9,518.53","3,675.13",+48.542232°,–115.404343°
1626,MT,30055,McCone,Virginia City,"1,734","6,948.48","2,682.82",+47.629628°,–105.757222°
1627,MT,30057,Madison,Circle,"7,691","9,331.19","3,602.79",+45.319288°,–111.917328°
1628,MT,30059,Meagher,White Sulphur Springs,"1,891","6,202.40","2,394.76",+46.585706°,–110.921781°
1629,MT,30061,Mineral,Superior,"4,223","3,168.23","1,223.26",+47.155213°,–115.064550°
1630,MT,30063,Missoula,Missoula,"109,299","6,781.42","2,618.32",+47.027263°,–113.892681°
1631,MT,30065,Musselshell,Roundup,"4,538","4,845.63","1,870.91",+46.505665°,–108.436982°
1632,MT,30067,Park,Livingston,"15,636","7,286.91","2,813.49",+45.421905°,–110.532798°
1633,MT,30069,Petroleum,Winnett,494,"4,335.13","1,673.80",+47.141917°,–108.226575°
1634,MT,30071,Phillips,Malta,"4,253","13,498.71","5,211.88",+48.250155°,–107.928833°
1635,MT,30073,Pondera,Conrad,"6,153","4,247.16","1,639.84",+48.230312°,–112.219928°
1636,MT,30075,Powder River,Broadus,"1,743","8,541.53","3,297.90",+45.408890°,–105.555259°
1637,MT,30077,Powell,Deer Lodge,"7,027","6,041.53","2,332.65",+46.844225°,–112.931100°
1638,MT,30079,Prairie,Terry,"1,179","4,513.23","1,742.57",+46.852434°,–105.375808°
1639,MT,30081,Ravalli,Hamilton,"40,212","6,216.50","2,400.20",+46.079298°,–114.119065°
1640,MT,30083,Richland,Sidney,"9,746","5,447.49","2,103.29",+47.785513°,–104.563387°
1641,MT,30085,Roosevelt,Wolf Point,"10,425","6,136.76","2,369.42",+48.282747°,–104.995170°
1642,MT,30087,Rosebud,Forsyth,"9,233","13,019.89","5,027.01",+46.161734°,–106.701953°
1643,MT,30089,Sanders,Thompson Falls,"11,413","7,226.03","2,789.98",+47.756469°,–115.180225°
1644,MT,30091,Sheridan,Plentywood,"3,384","4,418.76","1,706.09",+48.705523°,–104.533913°
1645,MT,30093,Silver Bow,Butte,"34,200","1,862.34",719.052,+45.895959°,–112.660222°
1646,MT,30095,Stillwater,Columbus,"9,117","4,673.85","1,804.58",+45.663496°,–109.391752°
1647,MT,30097,Sweet Grass,Big Timber,"3,651","4,822.64","1,862.03",+45.813060°,–109.941312°
1648,MT,30099,Teton,Choteau,"6,073","5,937.60","2,292.52",+47.819035°,–112.281725°
1649,MT,30101,Toole,Shelby,"5,324","5,039.51","1,945.77",+48.645052°,–111.733493°
1650,MT,30103,Treasure,Hysham,718,"2,548.61",984.024,+46.209636°,–107.280494°
1651,MT,30105,Valley,Glasgow,"7,369","13,109.98","5,061.79",+48.365713°,–106.687883°
1652,MT,30107,Wheatland,Harlowton,"2,168","3,699.13","1,428.24",+46.497047°,–109.857147°
1653,MT,30109,Wibaux,Wibaux,"1,017","2,304.90",889.926,+46.962866°,–104.274466°
1654,MT,30111,Yellowstone,Billings,"147,972","6,860.96","2,649.03",+45.936987°,–108.276656°
1655,NE,31001,Adams,Hastings,"31,364","1,461.35",564.23,+40.520632°,–98.500044°
1656,NE,31003,Antelope,Neligh,"6,685","2,223.74",858.592,+42.183225°,–98.058037°
1657,NE,31005,Arthur,Arthur,460,"1,860.41",718.307,+41.570856°,–101.697045°
1658,NE,31007,Banner,Harrisburg,690,"1,932.82",746.267,+41.539750°,–103.726263°
1659,NE,31009,Blaine,Brewster,478,"1,850.60",714.52,+41.925230°,–99.990771°
1660,NE,31011,Boone,Albion,"5,505","1,779.88",687.218,+41.705400°,–98.066794°
1661,NE,31013,Box Butte,Alliance,"11,308","2,791.58","1,077.84",+42.215665°,–103.087821°
1662,NE,31015,Boyd,Butte,"2,099","1,410.33",544.531,+42.894448°,–98.773022°
1663,NE,31017,Brown,Ainsworth,"3,145","3,173.05","1,225.12",+42.349390°,–99.923176°
1664,NE,31019,Buffalo,Kearney,"46,102","2,526.27",975.399,+40.855226°,–99.074983°
1665,NE,31021,Burt,Tekamah,"6,858","1,287.39",497.063,+41.854179°,–96.337746°
1666,NE,31023,Butler,David City,"8,395","1,530.19",590.812,+41.226072°,–97.132040°
1667,NE,31025,Cass,Plattsmouth,"25,241","1,465.65",565.891,+40.909878°,–96.140609°
1668,NE,31027,Cedar,Hartington,"8,852","1,931.73",745.847,+42.604511°,–97.256824°
1669,NE,31029,Chase,Imperial,"3,966","2,324.51",897.499,+40.530390°,–101.694192°
1670,NE,31031,Cherry,Valentine,"5,713","15,564.10","6,009.33",+42.566985°,–101.072622°
1671,NE,31033,Cheyenne,Sidney,"9,998","3,098.66","1,196.40",+41.214236°,–103.011929°
1672,NE,31035,Clay,Clay Center,"6,542","1,485.46",573.538,+40.523669°,–98.051050°
1673,NE,31037,Colfax,Schuyler,"10,515","1,078.77",416.516,+41.574675°,–97.089455°
1674,NE,31039,Cuming,West Point,"9,139","1,488.34",574.653,+41.915865°,–96.788517°
1675,NE,31041,Custer,Broken Bow,"10,939","6,671.50","2,575.88",+41.393893°,–99.726866°
1676,NE,31043,Dakota,Dakota City,"21,006",692.616,267.421,+42.390456°,–96.562549°
1677,NE,31045,Dawes,Chadron,"9,182","3,628.75","1,401.07",+42.711214°,–103.134872°
1678,NE,31047,Dawson,Lexington,"24,326","2,640.32","1,019.43",+40.867378°,–99.815154°
1679,NE,31049,Deuel,Chappell,"1,941","1,141.44",440.712,+41.112988°,–102.332604°
1680,NE,31051,Dixon,Ponca,"6,000","1,250.71",482.901,+42.485280°,–96.855862°
1681,NE,31053,Dodge,Fremont,"36,691","1,406.36",543,+41.577008°,–96.645853°
1682,NE,31055,Douglas,Omaha,"517,110",878.904,339.347,+41.297091°,–96.154066°
1683,NE,31057,Dundy,Benkelman,"2,008","2,385.00",920.854,+40.180165°,–101.681133°
1684,NE,31059,Fillmore,Geneva,"5,890","1,493.19",576.525,+40.525040°,–97.596705°
1685,NE,31061,Franklin,Franklin,"3,225","1,491.84",576.004,+40.183203°,–98.962080°
1686,NE,31063,Frontier,Stockville,"2,756","2,538.39",980.08,+40.530947°,–100.406683°
1687,NE,31065,Furnas,Beaver City,"4,959","1,866.46",720.644,+40.191991°,–99.909661°
1688,NE,31067,Gage,Beatrice,"22,311","2,227.28",859.958,+40.255234°,–96.683453°
1689,NE,31069,Garden,Oshkosh,"2,057","4,482.95","1,730.88",+41.659381°,–102.328229°
1690,NE,31071,Garfield,Burwell,"2,049","1,479.88",571.383,+41.905572°,–98.922998°
1691,NE,31073,Gosper,Elwood,"2,044","1,198.45",462.723,+40.509838°,–99.824078°
1692,NE,31075,Grant,Hyannis,614,"2,028.54",783.224,+41.915867°,–101.756875°
1693,NE,31077,Greeley,Greeley,"2,538","1,477.99",570.656,+41.567600°,–98.530566°
1694,NE,31079,Hall,Grand Island,"58,607","1,430.05",552.145,+40.866023°,–98.498004°
1695,NE,31081,Hamilton,Aurora,"9,124","1,416.78",547.021,+40.877145°,–98.021943°
1696,NE,31083,Harlan,Alma,"3,423","1,486.81",574.061,+40.178766°,–99.403418°
1697,NE,31085,Hayes,Hayes Center,967,"1,847.39",713.282,+40.535786°,–101.055580°
1698,NE,31087,Hitchcock,Trenton,"2,908","1,860.85",718.477,+40.176896°,–101.044217°
1699,NE,31089,Holt,O'Neill,"10,435","6,261.29","2,417.50",+42.459287°,–98.784766°
1700,NE,31091,Hooker,Mullen,736,"1,868.58",721.462,+41.918700°,–101.116810°
1701,NE,31093,Howard,St. Paul,"6,274","1,490.78",575.592,+41.219403°,–98.513303°
1702,NE,31095,Jefferson,Fairbury,"7,547","1,490.98",575.67,+40.175736°,–97.143103°
1703,NE,31097,Johnson,Tecumseh,"5,217",975.735,376.733,+40.395457°,–96.268562°
1704,NE,31099,Kearney,Minden,"6,489","1,337.34",516.349,+40.506269°,–98.948461°
1705,NE,31101,Keith,Ogallala,"8,368","2,874.20","1,109.74",+41.194404°,–101.644474°
1706,NE,31103,Keya Paha,Springview,824,"2,004.44",773.919,+42.875480°,–99.718351°
1707,NE,31105,Kimball,Kimball,"3,821","2,466.72",952.405,+41.199155°,–103.711105°
1708,NE,31107,Knox,Center,"8,701","2,951.87","1,139.72",+42.634405°,–97.891349°
1709,NE,31109,Lancaster,Lincoln,"285,407","2,192.12",846.381,+40.783547°,–96.688658°
1710,NE,31111,Lincoln,North Platte,"36,288","6,669.55","2,575.13",+41.050322°,–100.744481°
1711,NE,31113,Logan,Stapleton,763,"1,479.21",571.125,+41.542156°,–100.443665°
1712,NE,31115,Loup,Taylor,632,"1,479.14",571.099,+41.897714°,–99.509764°
1713,NE,31117,McPherson,Madison,539,"2,227.42",860.011,+41.596473°,–101.060237°
1714,NE,31119,Madison,Tryon,"34,876","1,490.41",575.451,+41.909929°,–97.606856°
1715,NE,31121,Merrick,Central City,"7,845","1,280.74",494.498,+41.169801°,–98.031051°
1716,NE,31123,Morrill,Bridgeport,"5,042","3,703.32","1,429.86",+41.732205°,–102.990599°
1717,NE,31125,Nance,Fullerton,"3,735","1,160.91",448.231,+41.402386°,–97.991408°
1718,NE,31127,Nemaha,Auburn,"7,248","1,060.87",409.604,+40.387448°,–95.850954°
1719,NE,31129,Nuckolls,Nelson,"4,500","1,491.36",575.819,+40.176492°,–98.046842°
1720,NE,31131,Otoe,Nebraska City,"15,740","1,603.25",619.019,+40.637992°,–96.131027°
1721,NE,31133,Pawnee,Pawnee City,"2,773","1,121.33",432.949,+40.137850°,–96.245225°
1722,NE,31135,Perkins,Grant,"2,970","2,290.67",884.432,+40.856065°,–101.636443°
1723,NE,31137,Phelps,Holdrege,"9,188","1,399.70",540.426,+40.516365°,–99.406557°
1724,NE,31139,Pierce,Pierce,"7,266","1,488.19",574.593,+42.271413°,–97.610992°
1725,NE,31141,Platte,Columbus,"32,237","1,773.08",684.589,+41.576866°,–97.513467°
1726,NE,31143,Polk,Osceola,"5,406","1,141.26",440.642,+41.187925°,–97.570663°
1727,NE,31145,Red Willow,McCook,"11,055","1,859.63",718.006,+40.169420°,–100.468576°
1728,NE,31147,Richardson,Falls City,"8,363","1,436.34",554.573,+40.123743°,–95.718603°
1729,NE,31149,Rock,Bassett,"1,526","2,620.34","1,011.72",+42.413325°,–99.458530°
1730,NE,31151,Saline,Wilber,"14,200","1,492.63",576.309,+40.516802°,–97.131755°
1731,NE,31153,Sarpy,Papillion,"158,840",641.082,247.523,+41.115064°,–96.109125°
1732,NE,31155,Saunders,Wahoo,"20,780","1,967.92",759.82,+41.223152°,–96.640923°
1733,NE,31157,Scotts Bluff,Gering,"36,970","1,930.48",745.362,+41.851589°,–103.705860°
1734,NE,31159,Seward,Seward,"16,750","1,491.54",575.887,+40.871944°,–97.140383°
1735,NE,31161,Sheridan,Rushville,"5,469","6,396.75","2,469.80",+42.507074°,–102.389698°
1736,NE,31163,Sherman,Loup City,"3,152","1,480.55",571.644,+41.218743°,–98.972849°
1737,NE,31165,Sioux,Harrison,"1,311","5,354.71","2,067.46",+42.483806°,–103.742605°
1738,NE,31167,Stanton,Stanton,"6,129","1,116.29",431.003,+41.904793°,–97.174724°
1739,NE,31169,Thayer,Hebron,"5,228","1,489.18",574.975,+40.173845°,–97.596263°
1740,NE,31171,Thomas,Thedford,647,"1,849.30",714.019,+41.848620°,–100.506911°
1741,NE,31173,Thurston,Pender,"6,940","1,025.84",396.078,+42.154061°,–96.533943°
1742,NE,31175,Valley,Ord,"4,260","1,477.48",570.458,+41.564094°,–98.983484°
1743,NE,31177,Washington,Blair,"20,234","1,018.37",393.197,+41.533979°,–96.224574°
1744,NE,31179,Wayne,Wayne,"9,595","1,148.23",443.335,+42.210746°,–97.126243°
1745,NE,31181,Webster,Red Cloud,"3,812","1,489.36",575.043,+40.180646°,–98.498590°
1746,NE,31183,Wheeler,Bartlett,818,"1,490.78",575.591,+41.937859°,–98.522289°
1747,NE,31185,York,York,"13,665","1,491.39",575.829,+40.873056°,–97.596742°
1748,NV,32001,Churchill,Fallon,"24,877","13,012.25","5,024.06",+39.525701°,–118.270419°
1749,NV,32003,Clark,Las Vegas,"1,951,269","20,877.41","8,060.81",+36.214236°,–115.013819°
1750,NV,32005,Douglas,Minden,"46,997","1,910.48",737.641,+38.905129°,–119.609019°
1751,NV,32007,Elko,Elko,"48,818","44,555.42","17,202.95",+41.141133°,–115.351424°
1752,NV,32009,Esmeralda,Goldfield,783,"9,295.57","3,589.04",+37.778966°,–117.632382°
1753,NV,32011,Eureka,Eureka,"1,987","10,826.05","4,179.96",+39.977788°,–116.272208°
1754,NV,32013,Humboldt,Winnemucca,"16,528","25,013.64","9,657.82",+41.407914°,–118.127592°
1755,NV,32015,Lander,Battle Mountain,"5,775","14,295.41","5,519.49",+39.900211°,–117.047240°
1756,NV,32017,Lincoln,Pioche,"5,345","27,549.67","10,636.99",+37.634605°,–114.863037°
1757,NV,32019,Lyon,Yerington,"51,980","5,242.65","2,024.20",+39.022214°,–119.197417°
1758,NV,32021,Mineral,Hawthorne,"4,772","9,875.57","3,812.98",+38.516647°,–118.416279°
1759,NV,32023,Nye,Tonopah,"43,946","47,134.18","18,198.61",+37.966379°,–116.459047°
1760,NV,32027,Pershing,Lovelock,"6,753","15,714.56","6,067.43",+40.439639°,–118.409477°
1761,NV,32029,Storey,Virginia City,"4,010",682.833,263.643,+39.438385°,–119.524646°
1762,NV,32031,Washoe,Reno,"421,407","16,944.25","6,542.21",+40.703311°,–119.710315°
1763,NV,32033,White Pine,Ely,"10,030","23,042.50","8,896.76",+39.417804°,–114.900945°
1764,NV,32510,Carson City [9],—,"55,274",407.26,157.244,+39.153447°,–119.743442°
1765,NH,33001,Belknap,Laconia,"60,088","1,213.62",468.582,+43.519109°,–71.425366°
1766,NH,33003,Carroll,Ossipee,"47,818","2,570.39",992.434,+43.867567°,–71.201665°
1767,NH,33005,Cheshire,Keene,"77,117","1,888.36",729.099,+42.925455°,–72.248217°
1768,NH,33007,Coos,Lancaster,"33,055","4,738.99","1,829.73",+44.652419°,–71.289383°
1769,NH,33009,Grafton,Woodsville,"89,118","4,531.30","1,749.55",+43.926488°,–71.842264°
1770,NH,33011,Hillsborough,"Manchester, Nashua","400,721","2,310.83",892.215,+42.911643°,–71.723101°
1771,NH,33013,Merrimack,Concord,"146,445","2,477.19",956.447,+43.299485°,–71.680130°
1772,NH,33015,Rockingham,Brentwood,"295,223","2,059.33",795.11,+42.989360°,–71.099437°
1773,NH,33017,Strafford,Dover,"123,143",994.559,384.002,+43.293177°,–71.035927°
1774,NH,33019,Sullivan,Newport,"43,742","1,429.66",551.994,+43.361188°,–72.222084°
1775,NJ,34001,Atlantic,Mays Landing,"274,549","1,740.02",671.826,+39.469354°,–74.633758°
1776,NJ,34003,Bergen,Hackensack,"905,116",638.875,246.671,+40.959090°,–74.074522°
1777,NJ,34005,Burlington,Mount Holly Township,"448,734","2,123.37",819.838,+39.875786°,–74.663006°
1778,NJ,34007,Camden,Camden,"513,657",588.685,227.293,+39.802352°,–74.961251°
1779,NJ,34009,Cape May,Cape May Court House,"97,265","1,606.87",620.417,+39.086143°,–74.847716°
1780,NJ,34011,Cumberland,Bridgeton,"156,898","1,755.03",677.621,+39.328387°,–75.121644°
1781,NJ,34013,Essex,Newark,"783,969",335.742,129.631,+40.787217°,–74.246136°
1782,NJ,34015,Gloucester,Woodbury,"288,288",873.286,337.177,+39.721019°,–75.143708°
1783,NJ,34017,Hudson,Jersey City,"634,266",161.39,62.313,+40.731384°,–74.078627°
1784,NJ,34019,Hunterdon,Flemington,"128,349","1,132.96",437.437,+40.565283°,–74.911970°
1785,NJ,34021,Mercer,Trenton,"366,513",592.819,228.888,+40.282503°,–74.703724°
1786,NJ,34023,Middlesex,New Brunswick,"809,858",836.118,322.827,+40.439593°,–74.407585°
1787,NJ,34025,Monmouth,Freehold Borough,"630,380","1,723.17",665.32,+40.287056°,–74.152446°
1788,NJ,34027,Morris,Morristown,"492,276","1,247.40",481.625,+40.858581°,–74.547427°
1789,NJ,34029,Ocean,Toms River,"576,567","2,370.88",915.401,+39.865850°,–74.263027°
1790,NJ,34031,Passaic,Paterson,"501,226",510.5,197.105,+41.033763°,–74.300308°
1791,NJ,34033,Salem,Salem,"66,083",964.327,372.329,+39.573828°,–75.357356°
1792,NJ,34035,Somerset,Somerville,"323,444",789.576,304.857,+40.565522°,–74.619930°
1793,NJ,34037,Sussex,Newton,"149,265","1,387.57",535.743,+41.137424°,–74.691855°
1794,NJ,34039,Union,Elizabeth,"536,499",272.988,105.401,+40.659871°,–74.308696°
1795,NJ,34041,Warren,Belvidere,"108,692",939.796,362.858,+40.853524°,–75.009542°
1796,NM,35001,Bernalillo,Albuquerque,"662,564","3,023.00","1,167.19",+35.054002°,–106.669065°
1797,NM,35003,Catron,Reserve,"3,725","17,946.47","6,929.17",+33.901814°,–108.392097°
1798,NM,35005,Chaves,Roswell,"65,645","15,734.50","6,075.12",+33.361605°,–104.469837°
1799,NM,35006,Cibola,Grants,"27,213","11,763.03","4,541.73",+34.932050°,–108.000255°
1800,NM,35007,Colfax,Raton,"13,750","9,759.65","3,768.22",+36.612963°,–104.640126°
1801,NM,35009,Curry,Clovis,"48,376","3,646.58","1,407.95",+34.572984°,–103.346055°
1802,NM,35011,De Baca,Fort Sumner,"2,022","6,044.73","2,333.88",+34.351429°,–104.401527°
1803,NM,35013,Dona Ana,Las Cruces,"209,233","9,879.20","3,814.38",+32.350912°,–106.832182°
1804,NM,35015,Eddy,Carlsbad,"53,829","10,871.53","4,197.52",+32.457858°,–104.306471°
1805,NM,35017,Grant,Silver City,"29,514","10,275.91","3,967.55",+32.732087°,–108.381504°
1806,NM,35019,Guadalupe,Santa Rosa,"4,687","7,851.80","3,031.60",+34.869782°,–104.784968°
1807,NM,35021,Harding,Mosquero,695,"5,506.02","2,125.89",+35.863152°,–103.829931°
1808,NM,35023,Hidalgo,Lordsburg,"4,894","8,925.08","3,445.99",+31.899658°,–108.745729°
1809,NM,35025,Lea,Lovington,"64,727","11,380.93","4,394.20",+32.795687°,–103.413271°
1810,NM,35027,Lincoln,Carrizozo,"20,497","12,513.03","4,831.31",+33.740941°,–105.449083°
1811,NM,35028,Los Alamos,Los Alamos,"17,950",282.97,109.256,+35.870047°,–106.307968°
1812,NM,35029,Luna,Deming,"25,095","7,680.23","2,965.36",+32.184482°,–107.746639°
1813,NM,35031,McKinley,Gallup,"71,492","14,129.10","5,455.28",+35.573732°,–108.255307°
1814,NM,35033,Mora,Mora,"4,881","5,008.06","1,933.62",+35.982841°,–104.921898°
1815,NM,35035,Otero,Alamogordo,"63,797","17,165.15","6,627.50",+32.588776°,–105.781079°
1816,NM,35037,Quay,Tucumcari,"9,041","7,463.27","2,881.58",+35.107018°,–103.548071°
1817,NM,35039,Rio Arriba,Tierra Amarilla,"40,246","15,270.96","5,896.15",+36.509669°,–106.693983°
1818,NM,35041,Roosevelt,Portales,"19,846","6,357.52","2,454.65",+34.021457°,–103.482725°
1819,NM,35043,Sandoval,Aztec,"131,561","9,624.25","3,715.94",+35.685073°,–106.882618°
1820,NM,35045,San Juan,Las Vegas,"130,044","14,344.45","5,538.42",+36.511625°,–108.324578°
1821,NM,35047,San Miguel,Bernalillo,"29,393","12,265.30","4,735.66",+35.476876°,–104.803515°
1822,NM,35049,Santa Fe,Santa Fe,"144,170","4,949.13","1,910.87",+35.513722°,–105.966441°
1823,NM,35051,Sierra,Truth or Consequences,"11,988","10,971.77","4,236.22",+33.119479°,–107.188161°
1824,NM,35053,Socorro,Socorro,"17,866","17,220.18","6,648.75",+33.991614°,–106.939003°
1825,NM,35055,Taos,Taos,"32,937","5,709.42","2,204.42",+36.576529°,–105.637987°
1826,NM,35057,Torrance,Estancia,"16,383","8,665.41","3,345.73",+34.634644°,–105.846836°
1827,NM,35059,Union,Clayton,"4,549","9,921.92","3,830.88",+36.488085°,–103.475723°
1828,NM,35061,Valencia,Los Lunas,"76,569","2,766.87","1,068.29",+34.716840°,–106.806582°
1829,NY,36001,Albany,Albany,"304,204","1,381.25",533.302,+42.588271°,–73.974014°
1830,NY,36003,Allegany,Belmont,"48,946","2,679.05","1,034.39",+42.247894°,–78.026176°
1831,NY,36005,Bronx [10],—,"1,385,108",148.867,57.478,+40.848711°,–73.852939°
1832,NY,36007,Broome,Binghamton,"200,600","1,853.17",715.515,+42.161977°,–75.830291°
1833,NY,36009,Cattaraugus,Little Valley,"80,317","3,425.22","1,322.49",+42.244853°,–78.681006°
1834,NY,36011,Cayuga,Auburn,"80,026","2,236.90",863.671,+43.008546°,–76.574587°
1835,NY,36013,Chautauqua,Mayville,"134,905","3,885.46","1,500.18",+42.304216°,–79.407595°
1836,NY,36015,Chemung,Elmira,"88,830","1,063.91",410.779,+42.155281°,–76.747179°
1837,NY,36017,Chenango,Norwich,"50,477","2,327.44",898.63,+42.489732°,–75.604905°
1838,NY,36019,Clinton,Plattsburgh,"82,128","2,894.38","1,117.53",+44.752710°,–73.705648°
1839,NY,36021,Columbia,Hudson,"63,096","1,679.00",648.265,+42.247729°,–73.626805°
1840,NY,36023,Cortland,Cortland,"49,336","1,298.93",501.518,+42.593824°,–76.076265°
1841,NY,36025,Delaware,Delhi,"47,980","3,800.67","1,467.45",+42.193987°,–74.966728°
1842,NY,36027,Dutchess,Poughkeepsie,"297,488","2,137.64",825.348,+41.755009°,–73.739951°
1843,NY,36029,Erie,Buffalo,"919,040","3,177.54","1,226.85",+42.752759°,–78.778192°
1844,NY,36031,Essex,Elizabethtown,"39,370","4,963.01","1,916.23",+44.108971°,–73.777573°
1845,NY,36033,Franklin,Malone,"51,599","4,396.43","1,697.47",+44.594374°,–74.310670°
1846,NY,36035,Fulton,Johnstown,"55,531","1,380.15",532.88,+43.115609°,–74.423678°
1847,NY,36037,Genesee,Batavia,"60,079","1,282.84",495.308,+43.000910°,–78.192778°
1848,NY,36039,Greene,Catskill,"49,221","1,704.34",658.049,+42.286951°,–74.149495°
1849,NY,36041,Hamilton,Lake Pleasant,"4,836","4,682.19","1,807.80",+43.657879°,–74.502456°
1850,NY,36043,Herkimer,Herkimer,"64,519","3,776.09","1,457.96",+43.461635°,–74.894694°
1851,NY,36045,Jefferson,Watertown,"116,229","4,810.18","1,857.22",+43.995371°,–76.053522°
1852,NY,36047,Kings [10],—,"2,504,700",251.015,96.918,+40.635133°,–73.950777°
1853,NY,36049,Lewis,Lowville,"27,087","3,340.99","1,289.96",+43.786397°,–75.442617°
1854,NY,36051,Livingston,Geneseo,"65,393","1,658.26",640.259,+42.727485°,–77.769780°
1855,NY,36053,Madison,Wampsville,"73,442","1,712.72",661.283,+42.910026°,–75.663575°
